NO;HHNO;ORIGINALPERSONID
17832860;7120997;8094
17832886;7121007;422
17832916;7121018;6214
17832921;7121018;4815
17832943;7121033;4887
17832975;7121046;99
17833166;7121119;7479
17833218;7121135;1759
17833263;7121148;2783
17833306;7121160;6573
17833321;7121167;5814
17833334;7121167;447
17833380;7121189;3172
17833495;7121239;242
17833573;7121272;5826
17833718;7121272;6245
17833839;7121387;442
17833846;7121387;6900
17833898;7121387;3814
17834116;7121505;1578
17834187;7121533;5724
17834241;7121554;5391
17834262;7121562;6525
17834272;7121562;7975
17834280;7121569;844
17834483;7121648;3600
17834522;7121648;6957
17834541;7121648;4053
17834706;7121735;5370
17834764;7121756;7068
17834781;7121765;6686
17834783;7121766;7320
17834821;7121766;8095
17834847;7121766;3700
17834888;7121766;6464
17834946;7121766;7947
17834955;7121766;4632
17835130;7121921;1256
17835173;7121938;441
17835311;7121938;5072
17835321;7121938;5256
17835462;7122057;5652
17835466;7122057;2591
17835475;7122064;8098
17835482;7122064;6399
17835632;7122132;2692
17835655;7122132;7178
17835726;7122167;2710
17835864;7122230;6506
17835951;7122264;2896
17835993;7122277;4031
17836035;7122277;227
17836069;7122310;8277
17836084;7122310;4679
17836118;7122331;1165
17836159;7122331;3333
17836194;7122363;2282
17836210;7122368;3594
17836283;7122392;2818
17836285;7122393;2732
17836299;7122398;6126
17836322;7122398;7960
17836323;7122398;4241
17836346;7122398;1555
17836365;7122426;1261
17836441;7122426;1171
17836454;7122463;7681
17836485;7122463;6468
17836506;7122486;7983
17836514;7122486;568
17836551;7122506;3796
17836563;7122506;4374
17836587;7122506;1197
17836609;7122529;466
17836621;7122533;133
17836683;7122533;3131
17836742;7122582;1109
17836894;7122645;2895
17836912;7122645;3379
17837007;7122645;30
17837016;7122645;6291
17837038;7122645;6782
17837065;7122645;3193
17837111;7122729;6280
17837129;7122737;2284
17837135;7122737;3724
17837277;7122795;3215
17837464;7122880;6633
17837488;7122891;6771
17837500;7122896;4398
17837540;7122896;3916
17837686;7122961;4464
17837850;7123027;5372
17837857;7123029;6414
17837925;7123057;5418
17837994;7123057;1974
17838288;7123199;1304
17838296;7123199;6456
17838425;7123257;4366
17838427;7123257;6596
17838439;7123257;7980
17838441;7123257;3757
17838480;7123278;2604
17838539;7123278;3256
17838656;7123351;2533
17838691;7123365;6161
17838728;7123365;3545
17838794;7123410;5144
17838881;7123452;6160
17838938;7123452;7667
17838947;7123473;7650
17839303;7123632;7360
17839354;7123654;1593
17839628;7123769;7233
17839814;7123851;1117
17839983;7123919;6219
17839987;7123919;3281
17840007;7123931;2551
17840323;7124042;2753
17840346;7124042;5033
17840399;7124073;3517
17840514;7124120;2713
17840555;7124120;3349
17840569;7124143;1932
17840666;7124186;1007
17840670;7124188;6877
17840819;7124248;2975
17840932;7124294;7318
17840999;7124294;4371
17841019;7124329;3297
17841056;7124329;1709
17841064;7124349;1645
17841068;7124349;3052
17841119;7124349;1275
17841449;7124510;786
17841451;7124510;1107
17841494;7124510;2362
17841589;7124510;3331
17841895;7124687;6180
17841904;7124687;8191
17841928;7124702;3895
17841945;7124712;4255
17841988;7124729;7230
17841994;7124729;4850
17842002;7124729;2580
17842173;7124803;893
17842187;7124813;1489
17842200;7124818;7515
17842223;7124830;5528
17842235;7124830;205
17842248;7124837;4457
17842274;7124851;203
17842483;7124936;4386
17842498;7124941;5830
17842738;7125041;6405
17842840;7125079;5083
17842914;7125114;6568
17842933;7125122;6401
17843006;7125153;1768
17843056;7125153;3102
17843130;7125198;851
17843170;7125198;6253
17843281;7125259;8056
17843473;7125340;4947
17843551;7125371;6976
17843563;7125371;7320
17843575;7125371;2387
17843606;7125393;6810
17843639;7125405;849
17843693;7125425;2646
17843740;7125448;6700
17843775;7125464;6322
17843960;7125533;6256
17844219;7125630;1957
17844228;7125633;6986
17844269;7125652;5426
17844385;7125699;2243
17844486;7125699;8238
17844516;7125749;1522
17844556;7125770;7204
17844627;7125797;301
17844651;7125797;1810
17844657;7125797;616
17844920;7125917;2845
17845018;7125960;6820
17845028;7125964;1566
17845048;7125964;1453
17845100;7125996;5954
17845109;7126000;7748
17845295;7126067;5549
17845379;7126067;5679
17845419;7126067;4524
17845631;7126205;7405
17845788;7126263;1175
17845823;7126282;1807
17845829;7126284;2478
17845866;7126300;3445
17845905;7126319;2856
17845942;7126334;2118
17845960;7126342;4824
17845962;7126342;2797
17845972;7126342;5281
17846009;7126342;5491
17846119;7126415;537
17846182;7126415;2088
17846202;7126445;2878
17846226;7126445;4521
17846264;7126475;1429
17846435;7126539;6093
17846475;7126539;2240
17846834;7126708;6201
17846858;7126708;7579
17846868;7126720;7451
17847055;7126792;7619
17847116;7126816;5095
17847172;7126816;6992
17847327;7126893;7846
17847333;7126893;2811
17847335;7126896;7788
17847527;7126973;8278
17847684;7127034;7339
17847730;7127034;216
17847762;7127066;5839
17848039;7127181;995
17848240;7127259;3229
17848299;7127259;3985
17848472;7127346;2658
17848489;7127354;4875
17848670;7127354;1577
17848740;7127453;2729
17848822;7127453;6574
17848831;7127453;4261
17848849;7127500;336
17848865;7127506;4844
17848877;7127510;2253
17848896;7127520;7648
17848969;7127555;835
17849038;7127578;5194
17849153;7127625;6575
17849261;7127665;3923
17849380;7127708;5771
17849485;7127746;4271
17849585;7127786;1855
17849721;7127786;3634
17849726;7127858;4806
17849756;7127869;537
17849782;7127877;6560
17849794;7127877;6349
17849802;7127877;6887
17849813;7127877;2401
17849888;7127877;5750
17849932;7127937;5325
17849955;7127950;8266
17850018;7127973;3614
17850021;7127973;7265
17850049;7127973;8099
17850154;7127973;2601
17850201;7128042;6830
17850209;7128044;1176
17850212;7128045;6937
17850275;7128045;4296
17850411;7128141;7642
17850482;7128175;3380
17850526;7128194;5426
17850571;7128194;6958
17850592;7128219;3087
17850690;7128219;4613
17850695;7128261;7531
17850842;7128329;4919
17850938;7128371;846
17850939;7128371;5875
17850976;7128385;1042
17850990;7128390;5478
17850991;7128390;5745
17851084;7128390;5417
17851334;7128521;6001
17851353;7128531;5820
17851409;7128550;5915
17851452;7128550;8192
17851576;7128622;8029
17851608;7128622;7104
17851637;7128622;3366
17851641;7128622;6766
17851762;7128698;7301
17851887;7128750;2466
17851893;7128752;1544
17852010;7128795;354
17852020;7128799;6249
17852067;7128820;7206
17852167;7128862;6788
17852168;7128862;7480
17852210;7128862;7751
17852278;7128862;350
17852282;7128862;355
17852505;7129009;1932
17852717;7129105;681
17852776;7129129;6968
17852800;7129129;1132
17852878;7129129;566
17852889;7129129;1601
17852890;7129181;6018
17852935;7129202;6154
17853019;7129202;1323
17853067;7129260;4699
17853148;7129295;6427
17853220;7129322;7771
17853339;7129371;4742
17853394;7129394;6911
17853495;7129439;2382
17853517;7129448;1696
17853674;7129448;1037
17853720;7129448;2386
17853787;7129556;3214
17853795;7129556;5178
17853890;7129598;4297
17853968;7129598;1259
17854042;7129659;4499
17854089;7129659;3482
17854138;7129702;2638
17854140;7129702;1645
17854183;7129718;1626
17854211;7129733;1072
17854332;7129780;364
17854349;7129780;2321
17854371;7129780;7568
17854479;7129780;5445
17854581;7129780;288
17854586;7129780;4768
17854589;7129880;123
17854593;7129880;7962
17854640;7129880;3193
17854657;7129909;5948
17854690;7129909;1069
17854710;7129930;7750
17854725;7129935;3381
17854760;7129956;106
17854782;7129956;55
17854809;7129956;5830
17854885;7129956;4367
17854902;7130006;2323
17854903;7130006;3191
17854916;7130006;974
17854947;7130029;1607
17855412;7130230;773
17855421;7130232;6891
17855725;7130345;3121
17856011;7130467;3580
17856030;7130473;1371
17856060;7130487;2507
17856093;7130487;7578
17856439;7130642;253
17856457;7130642;1120
17856511;7130674;7135
17856537;7130686;146
17856556;7130696;3977
17856571;7130703;4247
17856614;7130719;7104
17856625;7130719;3299
17856695;7130753;4264
17856696;7130753;2395
17856730;7130766;2479
17856756;7130776;2697
17856782;7130776;3013
17856811;7130798;3706
17857004;7130879;6917
17857005;7130879;2420
17857115;7130879;2928
17857139;7130943;4461
17857592;7131134;6062
17857746;7131190;2840
17857777;7131202;149
17857862;7131202;2838
17857866;7131237;7003
17857969;7131280;7829
17857997;7131290;741
17858269;7131407;4836
17858435;7131472;8196
17858470;7131487;953
17858560;7131522;2767
17858588;7131537;835
17858618;7131548;5696
17858619;7131548;3406
17858633;7131548;6783
17858743;7131588;760
17858782;7131588;4796
17858793;7131610;2613
17858815;7131610;7725
17858834;7131610;1240
17858846;7131630;7406
17858875;7131643;5571
17859049;7131715;6276
17859085;7131715;3885
17859179;7131770;4414
17859215;7131790;2706
17859265;7131815;325
17859279;7131821;7269
17859410;7131872;3902
17859489;7131872;5974
17859540;7131925;7478
17859547;7131925;4941
17859565;7131925;529
17859596;7131925;2587
17859621;7131960;7355
17859693;7131988;1625
17859716;7131997;2282
17859765;7132021;5881
17859828;7132047;3338
17859964;7132110;2929
17860017;7132133;2082
17860018;7132133;3386
17860019;7132133;3500
17860224;7132224;47
17860257;7132240;4274
17860379;7132240;7743
17860408;7132298;3701
17860415;7132298;5657
17860672;7132399;6718
17860688;7132405;5785
17860771;7132437;3221
17860784;7132437;1054
17860852;7132437;2350
17860856;7132471;6462
17860893;7132487;2129
17860902;7132491;2298
17860931;7132501;4465
17860938;7132504;4105
17860992;7132532;6223
17860997;7132532;5785
17861064;7132532;5649
17861068;7132564;465
17861120;7132583;4620
17861191;7132583;4216
17861213;7132623;4816
17861346;7132681;8279
17861382;7132696;4842
17861399;7132701;4348
17861449;7132722;6379
17861465;7132727;7922
17861536;7132751;3308
17861540;7132752;7438
17861543;7132752;2188
17861574;7132767;3015
17861722;7132819;5975
17861723;7132819;2357
17861888;7132889;7789
17861915;7132889;3206
17861981;7132924;4702
17862181;7133004;1408
17862221;7133004;560
17862257;7133038;1790
17862263;7133041;5477
17862336;7133074;2086
17863389;7133502;3039
17863451;7133502;6632
17868033;7135423;410
17869072;7135881;4187
17869125;7135881;7454
17869141;7135881;3138
17871457;7136894;8070
17872662;7137403;1825
17874745;6113824;3193
17874756;6113824;4343
17876475;7138976;4427
17882819;7141598;6272
17888973;7144150;2568
17889172;7144222;3400
17889290;7144222;7077
17889296;7144222;2239
17895634;7146921;3500
17898860;7148247;2459
17908175;7152078;543
17908194;7152078;2025
17914336;7154629;2455
17914368;7154640;3
17914648;7154755;1019
17914663;7154760;7472
17914680;7154772;5181
17914772;7154808;5081
17914781;7154811;1422
17914824;7154830;7372
17914878;7154830;6506
17914911;7154865;2298
17915039;7154922;6129
17915060;7154931;1900
17915107;7154931;3178
17915137;7154969;3243
17915216;7154998;155
17915405;7155069;174
17915461;7155069;1409
17915639;7155158;4597
17915673;7155171;7721
17915790;7155217;5899
17915913;7155268;1893
17915963;7155268;6927
17915969;7155268;6879
17916011;7155313;4029
17916198;7155396;6700
17916228;7155396;2497
17916319;7155396;4386
17916375;7155462;6761
17916410;7155482;920
17916434;7155496;5591
17916491;7155522;6101
17916533;7155522;2385
17916553;7155547;5630
17916591;7155559;3386
17916628;7155576;5943
17916738;7155576;7679
17916860;7155681;4292
17916904;7155698;320
17916924;7155698;2624
17916951;7155716;5373
17917069;7155716;4272
17917079;7155766;4490
17917084;7155766;8089
17917085;7155766;4245
17917092;7155772;3706
17917099;7155772;547
17917138;7155787;1655
17917147;7155791;3433
17917447;7155924;5036
17917500;7155945;6475
17917660;7155945;4811
17917694;7155945;5680
17917836;7156092;677
17917888;7156116;1482
17917897;7156116;5787
17917990;7156116;6515
17918065;7156184;4481
17918215;7156242;8088
17918222;7156242;5253
17918259;7156258;6007
17918309;7156258;7558
17918329;7156285;5646
17918417;7156285;5110
17918482;7156348;4063
17918612;7156348;5672
17918690;7156434;6345
17918712;7156434;2264
17921051;7157422;3565
17921071;7157422;6581
17921105;7157440;3102
17921106;7157440;6241
17923109;7158282;1020
17923175;7158282;6242
17923289;7158374;554
17923412;7158432;3690
17923460;7158451;3495
17923498;7158464;4489
17923632;7158513;353
17923637;7158513;6144
17923644;7158513;7067
17923693;7158542;7758
17923726;7158542;434
17923793;7158584;1794
17923797;7158586;7892
17923799;7158586;4684
17923804;7158589;7145
17923807;7158589;1894
17923827;7158594;6546
17923931;7158636;8021
17923932;7158636;301
17923948;7158644;1841
17924002;7158644;5894
17924004;7158644;1041
17924456;7158851;1230
17924458;7158853;2089
17924495;7158853;2135
17924677;7158947;437
17924679;7158947;8258
17924736;7158969;6615
17924882;7159027;385
17924984;7159027;5960
17925411;7159270;3505
17925458;7159293;8257
17925529;7159322;8011
17925568;7159322;6570
17925571;7159322;1716
17925574;7159340;6322
17925588;7159347;7985
17925600;7159351;862
17925804;7159437;2797
17925889;7159437;6916
17926009;7159530;4132
17926024;7159535;320
17926025;7159536;3878
17926061;7159536;1496
17926155;7159589;3776
17926188;7159589;435
17926190;7159589;6813
17926222;7159589;3848
17926243;7159589;4893
17926398;7159691;933
17926399;7159691;2825
17926409;7159697;3981
17926437;7159710;7954
17926481;7159730;6187
17926512;7159730;6228
17926514;7159730;562
17926527;7159753;4521
17926548;7159753;6700
17926697;7159823;1596
17927080;7159973;4114
17927083;7159974;7201
17927087;7159974;257
17927091;7159974;3540
17927149;7160001;1638
17927205;7160001;6470
17927316;7160001;5472
17927339;7160078;5013
17927395;7160078;7530
17927410;7160108;2242
17927481;7160135;7855
17927508;7160135;7224
17927528;7160149;5031
17927679;7160205;864
17927694;7160210;3141
17927717;7160218;3468
17927740;7160218;3982
17927750;7160218;7543
17927781;7160240;1159
17927863;7160269;8182
17927879;7160276;5050
17927925;7160276;1900
17927926;7160295;6451
17928074;7160361;7792
17928153;7160391;2623
17928203;7160414;2034
17928218;7160414;6137
17928244;7160431;4273
17928308;7160456;8031
17928333;7160456;2391
17928375;7160456;4752
17928395;7160456;5276
17928487;7160525;4487
17928571;7160566;5854
17928734;7160632;5220
17928785;7160659;7137
17928793;7160663;5602
17928844;7160685;2897
17928871;7160685;1873
17928881;7160700;2939
17928918;7160717;3537
17928933;7160717;7596
17929204;7160838;6597
17929207;7160838;2683
17929230;7160847;1355
17929232;7160847;5542
17929342;7160847;976
17929413;7160847;6317
17929436;7160930;2154
17929478;7160930;8139
17929493;7160930;5682
17929529;7160969;1206
17929558;7160969;4543
17929592;7160969;2808
17929632;7161011;216
17929771;7161068;4804
17929787;7161075;7444
17929803;7161075;4912
17929857;7161106;2447
17929981;7161159;7628
17929984;7161161;7809
17930042;7161183;3533
17930202;7161247;972
17930221;7161247;6235
17930315;7161290;7420
17930455;7161290;5304
17930733;7161470;2002
17930948;7161569;3051
17931156;7161645;3917
17931162;7161645;2886
17931203;7161664;2731
17931351;7161719;2522
17931359;7161723;1540
17931393;7161723;3066
17931532;7161794;1748
17931572;7161794;1104
17932014;7161994;3566
17932031;7162003;4871
17932038;7162005;7340
17932084;7162022;6936
17932404;7162160;323
