NO;LOCATIONNO;ORIGINALHHID
5104771;923094;3512
5104772;923132;4803
5104806;923212;2852
5104828;923246;2127
5104992;923267;2837
5104995;923270;3969
5105042;923280;4656
5105070;923328;3101
5105102;923436;2981
5105116;923452;1990
5105125;923458;577
5105156;923496;869
5105165;923521;1854
5105192;923552;337
5105252;923635;1555
5105259;923652;310
5105277;923685;3678
5105332;923693;1277
5105362;923725;2549
5105364;923754;2628
5105411;923786;242
5105430;923791;3083
5105433;923828;5040
5105451;923850;4353
5105481;923909;4753
5105559;923921;3444
5105631;923930;4845
5105633;923935;3217
5105662;923936;4041
5105676;923953;2571
5105794;923998;1967
5105805;924000;3909
5105833;924006;25
5105840;924028;1991
5105932;924041;560
5106000;924052;1092
5106007;924064;3813
5106010;924156;675
5106045;924158;2962
5106103;924180;3691
5106104;924239;4764
5106108;924249;4049
5106176;924253;4228
5106218;924255;2818
5106272;924294;824
5106278;924372;441
5106335;924379;413
5106344;924398;4461
5106354;924474;1572
5106367;924483;4572
5106384;924498;3701
5106400;924594;4968
5106424;924624;3545
5106448;924712;2410
5106480;924727;3831
5106523;924740;3533
5106525;924746;1620
5106610;924747;2075
5106668;924769;659
5106673;924789;4063
5106769;924794;714
5106785;924803;1195
5106834;924841;3567
5106842;924926;1432
5106871;924961;3250
5106911;924992;4239
5106929;924993;670
5106985;925014;1741
5107002;925025;4796
5107080;925039;4079
5107118;925135;3075
5107143;925137;492
5107156;925148;1396
5107167;925190;229
5107200;925221;3723
5107208;925233;3521
5107209;925240;976
5107222;925253;3484
5107264;925260;360
5107275;925261;426
5107291;925264;15
5107305;925313;1550
5107381;925352;2595
5107447;925376;3010
5107449;925453;4498
5107450;925545;342
5107472;925549;3397
5107487;925555;5174
5107490;925585;4706
5107502;925589;2684
5107571;925607;2209
5107623;925641;3231
5107644;925642;3566
5107653;925644;2918
5107668;925647;1939
5107686;925687;4194
5107714;925693;1974
5107745;925711;1166
5107758;925722;3638
5107776;925754;3790
5107882;925802;4122
5107943;925813;1232
5107971;925822;2158
5108026;925842;5106
5108032;925858;3382
5108043;925986;2840
5108114;926011;3863
5108184;926016;718
5108187;926179;2054
5108197;926186;3176
5108288;926210;4782
5108348;926227;2125
5108358;926237;2575
5108391;926257;950
5108393;926269;3838
5108397;926283;2150
5108430;926299;1312
5108474;926382;204
5108516;926412;1924
5108558;926422;1534
5108734;926423;1160
5108774;926570;2512
5108776;926622;1707
5108812;926691;3514
5108874;926711;3216
5108922;926788;4521
5108924;926799;2160
5108933;926812;4216
5108992;926850;3969
5109004;926857;3128
5109087;926926;180
5109131;926948;757
5109147;926993;354
5109170;926998;2944
5109196;927063;668
5109210;927070;1929
5109239;927092;1414
5109241;927096;542
5109246;927114;4123
5109260;927128;2000
5109269;927157;4418
5109283;927236;2486
5109298;927386;2029
5109339;927422;1425
5109340;927424;4792
5109341;927431;1593
5109360;927464;3833
5109380;927476;1233
5109391;927508;538
5109400;927594;4458
5109440;927617;4259
5109460;927800;397
5109469;927854;1707
5109519;927859;3995
5109546;927863;951
5109576;927878;2571
5109606;927888;2917
5109616;927939;4840
5109640;927958;651
5109664;927963;3580
5109697;927981;4065
5109699;927995;4369
5109750;928003;5077
5109758;928011;4841
5109788;928030;11
5109834;928077;1447
5109855;928119;745
5109905;928142;28
5109941;928143;527
5109962;928148;3991
5109985;928154;408
5109996;928252;3934
5110016;928302;185
5110043;928332;3
5110069;928376;2056
5110131;928400;1293
5110142;928424;3243
5110225;928429;1533
5110263;928448;2463
5110273;928449;3454
5110310;928498;4680
5110354;928501;4492
5110383;928506;2931
5110407;928558;3287
5110431;928576;4924
5110439;928593;1380
5110457;928596;891
5110458;928603;1373
5110491;928626;3682
5110501;928657;5173
5110528;928659;5126
5110537;928780;4655
5110545;928801;4223
5110552;928811;1891
5110557;928859;1623
5110571;928957;826
5110582;928960;3862
5110585;928984;641
5110590;929073;809
5110609;929076;4988
5110616;929079;4123
5110677;929091;2299
5110685;929104;4990
5110693;929107;3886
5110705;929123;2950
5110716;929133;5055
5110732;929159;3704
5110748;929265;109
5110768;929280;3430
5110807;929283;2970
5110870;929322;207
5110872;929343;4414
5110883;929382;1955
5110885;929436;4427
5110895;929475;2810
5110912;929483;1915
5110952;929494;958
5110957;929520;1533
5110974;929522;1337
5110976;929524;5143
5110987;929646;1415
5110998;929686;700
5111006;929694;4768
5111015;929724;184
5111057;929775;594
5111128;929812;4088
5111130;929829;3495
5111182;929845;3089
5111242;929862;4063
5111247;929865;1034
5111268;929870;1428
5111282;930001;108
5111297;930004;3388
5111308;930109;576
5111328;930183;1902
5111358;930192;4580
5111407;930323;1843
5111437;930340;5158
5111440;930365;2716
5111445;930373;3083
5111462;930397;2170
5111505;930400;2402
5111527;930420;2159
5111558;930443;2862
5111578;930476;3093
5111585;930495;3336
5111621;930522;5074
5111649;930598;764
5111655;930610;4913
5111663;930656;4808
5111667;930669;1722
5111694;930683;3331
5111699;930734;1850
5111733;930751;3815
5111744;930759;2322
5111776;930773;1290
5111787;930809;3037
5111839;930822;3675
5111854;930839;2049
5111877;930899;3537
5111893;930916;422
5111917;930929;2251
5111929;930930;3352
5111939;930999;2115
5111947;931004;1533
5111992;931009;4207
5112040;931059;3646
5112054;931135;4764
5112083;931139;4140
5112108;931149;265
5112129;931163;4503
5112154;931177;807
5112157;931210;865
5112206;931321;4368
5112227;931341;4953
5112268;931377;4914
5112289;931380;1330
5112313;931407;3516
5112329;931411;3978
5112432;931441;2349
5112450;931581;3289
5112465;931619;251
5112517;931663;3779
5112544;931707;5107
5112577;931716;622
5112714;931728;3299
5112758;931763;3097
5112802;931765;2371
5112803;931786;4998
5112805;931801;2471
5112807;931811;3722
5112819;931823;2012
5112828;931881;2267
5112856;931910;1391
5112864;931942;4454
5112872;932005;592
5112892;932017;862
5112898;932045;5102
5112920;932097;2301
5112922;932105;2548
5112971;932141;4701
5113121;932180;4816
5113158;932198;2390
5113181;932338;1034
5113300;932364;4581
5113338;932399;2349
5113349;932430;1631
5113401;932433;4409
5113428;932441;2904
5113454;932455;4627
5113458;932462;3429
5113460;932487;653
5113505;932496;1897
5113510;932577;422
5113644;932759;4195
5113665;932761;2111
5113726;932817;1166
5113807;932834;4520
5113836;932886;305
5113907;932897;499
5114000;932907;3985
5114003;932914;3656
5114018;932951;4529
5114039;932995;5019
5114072;933006;4841
5114171;933030;4829
5114201;933040;1747
5114213;933138;5092
5114283;933151;4994
5114334;933175;121
5114361;933189;1577
5114451;933237;4756
5114488;933314;964
5114495;933336;1207
5114536;933360;1017
5114542;933441;1312
5114548;933543;4255
5114620;933580;4410
5114626;933598;1830
5114640;933634;458
5114662;933681;1534
5114670;933683;4616
5114672;933705;4930
5114734;933706;2420
5114793;933721;1426
5114804;933727;4419
5114813;933737;2964
5114822;933750;2090
5114872;933775;3958
5114887;933780;4904
5114912;933789;4447
5114926;933806;866
5115011;933822;4582
5115016;933834;4936
5115020;933895;1660
5115021;933958;2632
5115056;933963;4783
5115080;933972;1494
5115121;934012;5082
5115189;934052;1398
5115262;934061;4165
5115285;934075;1257
5115357;934092;1925
5115359;934101;4051
5115369;934126;4640
5115370;934190;2327
5115383;934225;3085
5115392;934231;4543
5115396;934249;3682
5115438;934255;3069
5115446;934288;4923
5115496;934297;3376
5115505;934321;4106
5115538;934329;5090
5115620;934340;534
5115627;934348;1898
5115630;934349;215
5115634;934388;1694
5115719;934464;3729
5115799;934494;3988
5115810;934495;2836
5115837;934500;3816
5115905;934503;632
5115942;934521;3515
5115945;934532;2016
5115975;934542;2150
5116004;934565;2949
5116053;934579;1381
5116060;934617;102
5116062;934619;1824
5116075;934653;677
5116080;934758;3735
5116115;934762;1905
5116150;934764;4080
5116153;934780;4494
5116159;934784;4531
5116162;934791;4824
5116176;934837;4514
5116229;934877;3323
5116237;934889;586
5116272;934902;4183
5116281;934905;2027
5116357;934938;2195
5116375;934978;4407
5116392;935008;5066
5116413;935015;1508
5116417;935039;2053
5116444;935050;1944
5116518;935068;4787
5116599;935099;1316
5116608;935111;3990
5116655;935119;3957
5116715;935148;1049
5116722;935176;2185
5116771;935183;1984
5116815;935218;36
5116817;935234;836
5116837;935364;230
5116842;935397;398
5116850;935403;2774
5116863;935461;2206
5116867;935501;3650
5116873;935505;843
5116887;935512;1433
5116960;935528;4718
5116966;935545;581
5117054;935558;644
5117061;935581;1941
5117119;935618;12
5117130;935619;3130
5117145;935663;4556
5117179;935674;3350
5117226;935698;4416
5117293;935714;4100
5117303;935780;2289
5117365;935815;1158
5117384;935842;2213
5117392;935851;1634
5117416;935920;3405
5117431;935964;1375
5117529;936019;2189
5117573;936060;2678
5117576;936067;3301
5117610;936157;1010
5117651;936159;4717
5117653;936192;318
5117662;936227;4103
5117808;936233;860
5117849;936244;4390
5117882;936246;4981
5117890;936297;5134
5117954;936318;3948
5117956;936319;3033
5117961;936345;2852
5117977;936355;3149
5117981;936388;3088
5118070;936402;222
5118101;936416;3770
5118176;936420;2562
5118181;936440;1395
5118231;936460;2405
5118250;936500;2775
5118272;936521;1300
5118405;936577;4928
5118407;936580;1770
5118439;936582;922
5118458;936643;2200
5118469;936678;1540
5118529;936689;871
5118570;936692;3328
5118584;936698;4073
5118637;936712;1278
5118648;936728;184
5118703;936757;3398
5118706;936800;1487
5118735;936839;3143
5118737;936840;3854
5118750;936900;371
5118800;936906;285
5118905;936934;627
5118906;936981;1947
5118932;937022;3360
5118941;937036;3505
5118970;937129;3281
5119028;937133;781
5119034;937150;2313
5119038;937152;3611
5119041;937191;684
5119129;937212;711
5119198;937235;1769
5119228;937253;3310
5119234;937258;206
5119255;937261;648
5119276;937276;2973
5119283;937325;3822
5119287;937334;1948
5119295;937345;3439
5119361;937372;717
5119382;937415;186
5119396;937416;4322
5119406;937448;3182
5119407;937454;3514
5119414;937463;502
5119475;937498;1621
5119485;937514;4632
5119510;937517;2523
5119546;937541;2442
5119629;937543;3100
5119656;937553;71
5119721;937565;1768
5119734;937582;1835
5119802;937587;3779
5119804;937631;2239
5119820;937690;3031
5119840;937733;1816
5119855;937815;269
5119906;937816;4296
5119923;937848;2999
5119985;937906;4217
5120143;937914;3797
5120188;937934;859
5120204;937989;4313
5120227;937994;2270
5120233;938005;313
5120258;938010;3079
5120294;938037;1824
5120327;938064;2312
5120344;938077;4960
5120366;938089;5189
5120449;938102;3857
5120491;938192;4183
5120529;938195;241
5120560;938228;176
5120636;938234;4003
5120706;938254;3098
5120776;938259;3428
5120803;938267;4695
5120834;938289;4109
5120861;938297;1937
5120930;938330;4801
5120949;938368;3756
5120967;938370;2988
5120984;938371;2607
5120997;938374;4633
5121007;938390;4693
5121018;938398;3458
5121033;938412;1758
5121046;938455;2332
5121119;938478;5045
5121135;938483;4259
5121148;938520;2387
5121160;938528;190
5121167;938543;1632
5121189;938548;715
5121239;938622;3127
5121272;938635;2422
5121341;938664;2909
5121387;938667;1360
5121505;938669;1327
5121533;938684;632
5121554;938726;1174
5121562;938808;2783
5121569;938830;1670
5121648;938856;4574
5121735;938904;1454
5121756;938917;1235
5121765;938921;720
5121766;938981;2252
5121921;939007;1141
5121938;939031;1816
5122057;939038;511
5122064;939060;3446
5122132;939063;1585
5122167;939075;707
5122230;939126;641
5122264;939133;2845
5122277;939180;4510
5122310;939199;4066
5122331;939208;51
5122363;939228;1430
5122368;939311;2438
5122392;939360;1037
5122398;939459;3239
5122426;939508;1950
5122463;939539;3645
5122486;939561;2116
5122506;939596;3234
5122529;939604;1537
5122533;939611;3303
5122582;939628;1234
5122645;939695;1965
5122729;939762;337
5122737;939801;1250
5122795;939826;446
5122880;939848;3233
5122891;939881;1078
5122896;939903;5024
5122961;939928;706
5123027;939954;480
5123029;939955;1370
5123057;939965;5043
5123199;939974;1321
5123257;940033;5057
5123278;940123;3614
5123351;940133;5038
5123365;940145;576
5123410;940157;278
5123452;940163;2130
5123473;940188;5082
5123632;940199;2859
5123654;940269;4472
5123769;940271;1944
5123851;940274;2853
5123919;940280;3023
5123931;940291;4733
5124042;940301;674
5124073;940305;1718
5124120;940312;3059
5124143;940338;4559
5124186;940362;3813
5124188;940378;3867
5124248;940482;2460
5124294;940530;2760
5124329;940550;775
5124349;940588;247
5124510;940653;1014
5124687;940668;1512
5124702;940805;4205
5124712;940872;1394
5124729;940880;421
5124803;940922;3810
5124813;940954;419
5124818;940981;308
5124830;941045;842
5124837;941049;2471
5124851;941080;1422
5124936;941081;1143
5124941;941132;773
5125041;941148;1626
5125051;941178;5087
5125079;941196;1070
5125114;941208;2829
5125122;941241;2280
5125153;941313;1844
5125198;941359;2316
5125259;941388;2505
5125340;941450;753
5129202;944685;1941
5129260;944702;3037
5130798;945940;665
5131821;946728;2360
5134235;948818;854
5134270;948919;5091
5134284;948962;3838
5134302;948996;299
5134330;949043;1430
5134362;949097;2673
5134473;949186;3441
5134559;949192;79
5134568;949255;5009
5134586;949259;772
5134670;949375;876
5134703;949409;2131
5134709;949493;869
5134719;949498;2103
5134821;949499;2265
5134963;949503;4207
5134982;949506;2902
5134992;949573;2520
5135013;949602;4799
5135068;949631;3454
5135120;949643;4812
5135162;949657;3021
5135183;949660;2842
5135252;949702;3642
5135275;949739;4346
5135285;949756;4233
5135306;949774;3405
5135404;949776;2523
5135412;949781;2186
5135423;949833;4397
5135427;949843;4503
5135585;949857;1513
5135689;949861;2996
5135714;949886;2005
5135812;949923;198
5135880;949989;1798
5135881;950000;1902
5136047;950059;737
5136056;950068;4145
5136227;950086;948
5136358;950166;4966
5136395;950220;2865
5136425;950242;56
5136429;950264;284
5136444;950290;535
5136449;950352;3619
5136483;950355;1360
5136487;950364;3840
5136568;950483;4864
5136578;950535;548
5136622;950539;5018
5136658;950563;1323
5136696;950603;2047
5136708;950624;1415
5136763;950767;3856
5136772;950773;4261
5136814;950801;743
5136894;950805;1049
5136900;950841;3553
5136920;950880;4164
5136952;950990;131
5136958;951006;1737
5136973;951045;4600
5137040;951059;4326
5137125;951068;562
5137149;951070;1486
5137151;951091;278
5137162;951115;3417
5137166;951121;4424
5137228;951154;4
5137267;951178;3765
5137316;951191;3380
5137317;951226;1938
5137325;951303;521
5137340;951337;400
5137402;951352;1569
5137403;951385;3783
5137445;951436;3756
5137489;951456;2364
5137498;951484;2167
5137499;951485;3822
5137509;951496;802
5137584;951537;888
5137611;951580;66
5137668;951655;4832
5137690;951675;2019
5137702;951703;2666
5137724;951723;3718
5137792;951766;3506
5137811;951768;1025
